1,,小辽参
2,,大辽参
3,,关东参
4,,五年参
5,,黄蓝
6,,大红
7,,大绿
8,,大彩
9,,鲍鱼
10,,礼品佛跳墙
11,,鲍汁
12,,鸿锦堂
13,,鱼翅
14,,拉缸盐
15,,已冰未做
16,,破货
17,,杂项
18,,大佛
19,,小佛
20,,大红8两
